iter	MultiClass
599	0.02484197213
600	0.02476860437
601	0.02475196243
602	0.02470453233
603	0.02467012961
604	0.0245890616
605	0.02455762172
606	0.02448313685
607	0.02441035629
608	0.02435762043
609	0.0243025101
610	0.02423464432
611	0.02418348513
612	0.02413405619
613	0.02407185021
614	0.02402457211
615	0.0240004619
616	0.02395628723
617	0.02391982778
618	0.023866717
619	0.02380950676
620	0.0237455893
621	0.02370460941
622	0.02366323648
623	0.02361960218
624	0.02357368298
625	0.02351645011
626	0.0234681754
627	0.02342571028
628	0.02336218368
629	0.02328642361
630	0.02322855248
631	0.02319522004
632	0.02313492687
633	0.02306645555
634	0.0230230799
635	0.02298745685
636	0.02292652968
637	0.02286560045
638	0.02283486903
639	0.02277433257
640	0.02274112974
641	0.02270373295
642	0.02266205641
643	0.02263352864
644	0.02259422782
645	0.02256156314
646	0.02250606722
647	0.02244637477
648	0.02243199778
649	0.02238398344
650	0.02236474455
651	0.02233589903
652	0.02229459976
653	0.02225399763
654	0.02219716702
655	0.02217177201
656	0.02211474278
657	0.02207947433
658	0.02205008292
659	0.02200223969
660	0.02198608559
661	0.02195060093
662	0.02191498082
663	0.02187944526
664	0.02185071945
665	0.0218058389
666	0.02177971771
667	0.02173062396
668	0.02169294816
669	0.02164642156
670	0.02159479662
671	0.02152731064
672	0.02148866339
673	0.02143722812
674	0.02140373894
675	0.02134047612
676	0.02129451598
677	0.0212619165
678	0.02121352513
679	0.02118951026
680	0.02114490341
681	0.0211068785
682	0.02106550276
683	0.02102609666
684	0.02098954572
685	0.02094119821
686	0.02090000073
687	0.02085074999
688	0.02081413227
689	0.02077226904
690	0.02073973022
691	0.02071152385
692	0.02068402692
693	0.02066304922
694	0.0206197472
695	0.0205986023
696	0.0205631453
697	0.02050760696
698	0.02046602216
699	0.02043236422
700	0.02038062305
701	0.02033670968
702	0.02028545879
703	0.02023752172
704	0.02019756948
705	0.02017336543
706	0.02015349511
707	0.02011728963
708	0.02009821616
709	0.02006188725
710	0.02002683151
711	0.01998584383
712	0.01995102905
713	0.01992917371
714	0.01989706777
715	0.01985380593
716	0.01980013947
717	0.01976927795
718	0.01973746975
719	0.01971558438
720	0.01967775048
721	0.01965110399
722	0.01961202672
723	0.01959247064
724	0.01955140921
725	0.01952915668
726	0.01950073243
727	0.01948902564
728	0.0194696602
729	0.01944172137
730	0.01940673484
731	0.01936634466
732	0.01932309254
733	0.01928529506
734	0.01926614963
735	0.01925537729
736	0.01922828074
737	0.01920610523
738	0.01916721602
739	0.01912986353
740	0.01910029423
741	0.01906814223
742	0.01903114881
743	0.01899825726
744	0.01896348628
745	0.01893476542
746	0.01888819789
747	0.01883863561
748	0.01881221921
749	0.01876816623
750	0.01872245238
751	0.01869343078
752	0.01866169825
753	0.01862985708
754	0.01860024273
755	0.01858133042
756	0.01853328257
757	0.01851168441
758	0.01848043022
759	0.01843232299
760	0.01839822198
761	0.01836801707
762	0.01831356727
763	0.01826602014
764	0.01823191722
765	0.0182001607
766	0.01816857311
767	0.01813104005
768	0.01811136634
769	0.01806296988
770	0.01803455499
771	0.01801988845
772	0.0179821891
773	0.01795662182
774	0.01793410323
775	0.01791999855
776	0.01788999273
777	0.01786080738
778	0.01783700209
779	0.0178048561
780	0.01778520464
781	0.01776435642
782	0.0177350281
783	0.01771222353
784	0.01768452977
785	0.01766570245
786	0.01764051929
787	0.01761126175
788	0.0175724199
789	0.0175370655
790	0.01750567568
791	0.01747401769
792	0.01743978897
793	0.01740511239
794	0.01737301114
795	0.01735246164
796	0.01732816663
797	0.01730036135
798	0.01728017404
799	0.01723868697
800	0.01720956146
801	0.01718373802
802	0.01715304667
803	0.01710577264
804	0.01708112937
805	0.0170345159
806	0.01699107877
807	0.01696221931
808	0.016942531
809	0.01692984202
810	0.01690108918
811	0.01685439585
812	0.01682339263
813	0.01679782915
814	0.01678650925
815	0.01677015183
816	0.01676022972
817	0.01671842931
818	0.01668847889
819	0.01666491016
820	0.01663956523
821	0.01660642189
822	0.01658862423
823	0.01656141261
824	0.01653674994
825	0.01650722873
826	0.01648831421
827	0.01644985784
828	0.01643617124
829	0.0164144055
830	0.01640383168
831	0.0163896891
832	0.01636471991
833	0.01634538413
834	0.016320112
835	0.0163018354
836	0.01627725989
837	0.01624824923
838	0.01621854075
839	0.01619385277
840	0.01616919652
841	0.01614310408
842	0.01612326488
843	0.01610016922
844	0.01607025543
845	0.01605022079
846	0.01602268684
847	0.01600297878
848	0.01598839617
849	0.01596379098
850	0.01594261231
851	0.01592073665
852	0.01589937976
853	0.01586586501
854	0.01584308545
855	0.01581730497
856	0.01579051251
857	0.01576698852
858	0.0157379709
859	0.01570625367
860	0.01568686738
861	0.01565877424
862	0.0156398427
863	0.01562165357
864	0.01558928407
865	0.01556748984
866	0.01555638882
867	0.01551993168
868	0.01548823613
869	0.01546217573
870	0.01543469774
871	0.01541420144
872	0.01539964773
873	0.01538833441
874	0.01537103576
875	0.0153412237
876	0.01531804084
877	0.01529493867
878	0.01526188921
879	0.01525269155
880	0.01523839363
881	0.01520738542
882	0.01518586674
883	0.01516939621
884	0.01515442818
885	0.01512849961
886	0.015102962
887	0.0150739229
888	0.01505490583
889	0.01503613127
890	0.01501809631
891	0.01499521494
892	0.01497951855
893	0.0149615215
894	0.01493364356
895	0.01491115926
896	0.014891003
897	0.01486613426
898	0.01484634307
899	0.01483443167
900	0.01481526252
901	0.01480570473
902	0.01478368646
903	0.01477104438
904	0.01475380508
905	0.01473681905
906	0.01471967093
907	0.01470155327
908	0.01467634564
909	0.01466218078
910	0.01463455541
911	0.01461699471
912	0.01460731757
913	0.01459244692
914	0.01456506825
915	0.0145308685
916	0.01450749753
917	0.01448762119
918	0.01447380878
919	0.01445211964
920	0.0144333033
921	0.01441430089
922	0.01440437455
923	0.01438736734
924	0.01436947132
925	0.01434348587
926	0.01432816875
927	0.01430058859
928	0.01428022558
929	0.01426133218
930	0.01424105991
931	0.01422528255
932	0.01421753421
933	0.01419917635
934	0.01417485657
935	0.01416469589
936	0.01414505367
937	0.01411720659
938	0.01409961659
939	0.01407756559
940	0.01404153186
941	0.0140144384
942	0.01399904646
943	0.0139875661
944	0.01397194614
945	0.01395854825
946	0.01394000085
947	0.01392338808
948	0.01390633006
949	0.01388155063
950	0.01385321045
951	0.0138367734
952	0.01382177141
953	0.01380867266
954	0.01379282043
955	0.01377258243
956	0.01375886635
957	0.01373951906
958	0.01371683919
959	0.01370265574
960	0.01368360923
961	0.01366503267
962	0.01364801778
963	0.01363237008
964	0.01361888999
965	0.01359775353
966	0.01358007737
967	0.01355741778
968	0.01354630475
969	0.01352828872
970	0.01350491096
971	0.01348430726
972	0.01347270003
973	0.01346029086
974	0.01343173216
975	0.01341832038
976	0.01340245948
977	0.01338040141
978	0.01336769865
979	0.0133567068
980	0.01333546443
981	0.0133142436
982	0.01329478523
983	0.01327090392
984	0.01325531379
985	0.01322848921
986	0.01321147842
987	0.01319400924
988	0.01317795124
989	0.01317080002
990	0.0131523068
991	0.01313008138
992	0.01311627575
993	0.01310298932
994	0.01308861404
995	0.01307012962
996	0.01305410763
997	0.01303588638
998	0.01301487963
999	0.01299420793
